timestamp,username,emotion,track_url
2025-10-15T14:57:41.449428Z,andrei_jose01,calm,https://raw.githubusercontent.com/muzredmaksimov-dot/mir-bot-tracks/main/tracks/calm/Lonely - Nana.mp3
